company,job_tittle,role_family,experiance,exp_min,exp_mid,exp_max,exp_bucket,location,primary_city,metro,location_level,salary,salary_clean,salary_min,salary_mid,salary_max,salary_bucket,required_skill,has_python,has_sql,has_excel,has_power_bi,has_tableau,has_machine_learning,has_pandas,has_numpy,has_spark,has_aws,has_statistics,job_detail
unknown company,blockchain quality assurance engineer,blockchain quality assurance engineer,8-13,8,10.5,13,senior (9–12),maharashtra,maharashtra,maharashtra,state,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['web services', 'web application', 'soa', 'enterprise architecture', 'web technologies', 'application design', 'access management', 'networking', 'javascript', 'java', 'iam', 'ldap', 'xml', 'linux', 'sailpoint', 'saml', 'api', 'requirement analysis', 'oauth', 'service design']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Recruitment / Staffing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Other Post Graduate']"
cigna medical group,blockchain quality assurance engineer,blockchain quality assurance engineer,5-8,5,6.5,8,mid (6–8),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['automation', 'database design', 'consulting', 'javascript', 'agile', 'healthcare', 'pega', 'selenium', 'python']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Medical Services / Hospital', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
ups supply chain solutions (ups scs),blockchain quality assurance engineer,blockchain quality assurance engineer,3-8,3,5.5,8,mid (6–8),"mumbai, pune, chennai",mumbai,mumbai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data science', 'python', 'software development', 'machine learning', 'slm', 'continuous integration', 'css', 'vertex', 'jsp', 'wds', 'mql', 'artificial intelligence', 'sql', 'sccm', 'java', 'gcp', 'xml', 'j2ee', 'html', 'mcp', 'protocols', 'prototype', 'javascript', 'enovia', 'quantitative', 'servlets']",1,1,0,0,0,1,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Courier / Logistics (Logistics Tech)', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: LLM in Law']"
wt,software developer in test,software developer in test,5-10,5,7.5,10,mid (6–8),"pune, mumbai",pune,pune,city,12-20 Lacs P.A.,12-20 lacs,12.0,16.0,20.0,15-25 LPA,"['iseries', 'cl', 'sql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Software Developer in Test (SDET)', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']"
ey,qa team manager,qa team manager,2-5,2,3.5,5,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['rest', 'business communication', 'hibernate', 'spring', 'soap', 'github', 'project management', 'web services', 'business analysis', 'capital market', 'microservices', 'docker', 'technology consulting', 'jenkins', 'agile', 'agile methodology']",0,0,0,0,0,0,0,0,0,0,0,"['Role: QA Team Manager', 'Industry Type: Banking', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: BCA in Computers, B.Tech/B.E. in Production/Industrial', 'PG: MCA in Computers, Any Postgraduate']"
teamplus,automation test engineer,automation test engineer,4-7,4,5.5,7,mid (6–8),kochi,kochi,kochi,city,10-15 Lacs P.A.,10-15 lacs,10.0,12.5,15.0,10-15 LPA,"['automation testing', 'python', 'etl testing', 'sql', 'testing tools', 'qa automation', 'fabric']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']"
ss&c technologies,blockchain quality assurance engineer,blockchain quality assurance engineer,8-12,8,10.0,12,senior (9–12),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['computer science', 'performance tuning', 'linq', 'team management', 'query optimization', 'soa', 'healthcare', 'information technology', 'financial services', 'recruitment']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
itisconfidential,software developer in test,software developer in test,5-9,5,7.0,9,mid (6–8),gurugram,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['java', 'api', 'selenium', 'cucumber']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Developer in Test (SDET)', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization', 'PG: M.Tech in Any Specialization']"
service industry,automation test engineer,automation test engineer,5-10,5,7.5,10,mid (6–8),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['selenium', 'python', 'robot', 'sdet']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Automation Test Engineer', 'Industry Type: Software Product', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Computers', 'PG: MCA in Computers']"
aspen technology,blockchain quality assurance engineer,blockchain quality assurance engineer,4-8,4,6.0,8,mid (6–8),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['automation', 'data analysis', 'simulation', 'process control', 'consulting', 'data collection', 'pid', 'refinery', 'petroleum', 'aspen']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
siemens,post silicon test engineer,post silicon test engineer,3-7,3,5.0,7,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['power system', 'simulation', 'presentation skills', 'system design', 'electrical power system', 'matlab', 'simulink', 'python', 'rt', 'c++', 'pscad', 'electrical design', 'equipment', 'electrical engineering', 'dspace', 'electricals', 'etap', 'system development']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Post Silicon Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
broadridge,blockchain quality assurance engineer,blockchain quality assurance engineer,7-12,7,9.5,12,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['usage', 'ms sql', 'git', 'artificial intelligence', 'debugging', 'agile', 'stored procedures', 'wpf', 'operations']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Banking', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
ibm,blockchain quality assurance engineer,blockchain quality assurance engineer,3-7,3,5.0,7,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['spring', 'java', 'design patterns', 'rest', 'spring boot', 'container', 'jsp', 'hibernate', 'jquery', 'docker', 'microservices', 'oops', 'asp.net', 'j2ee', 'debugging', 'jpa', 'mysql', 'html', 'mvc', 'c#', 'mq series', 'software testing', 'relational databases', 'orm tool', 'javascript', 'logging']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
2coms,test analyst,test analyst,6-11,6,8.5,11,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['css', 'c++', 'configuration', 'jquery', 'sql', 'git', 'java', 'waterfall', 'oops', 'software development methodologies', 'html', 'mysql', 'data structures', 'programming', 'c#', 'python', 'database management system', 'software development', 'version control', 'control', 'javascript', 'django', 'management systems', 'scrum', 'agile']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']"
accenture,test architect,test architect,3-8,3,5.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['load runner', 'performance testing', 'jmeter', 'load testing', 'operations management', 'data analysis', 'software testing', 'team management', 'sql', 'incident management', 'team leading', 'application support', 'agile', 'unix', 'agile methodology', 'itil']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Test Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
infogain,full stack developer,full stack developer,4-9,4,6.5,9,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['.net', 'react.js', 'aws', 'c#']",0,0,0,0,0,0,0,0,0,1,0,"['Role: Full Stack Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization']"
mercedes benz,post silicon test engineer,post silicon test engineer,3-7,3,5.0,7,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['embedded software development', 'autosar', 'lin', 'communication protocols', 'software development life cycle', 'automotive engineering']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Post Silicon Test Engineer', 'Industry Type: Automobile', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: Any Postgraduate']"
infogain,search engineer,search engineer,6-8,6,7.0,8,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['continuous integration', 'artificial intelligence', 'scalability', 'react.js', 'coding', 'backend', 'api', 'c#', 'cd', 'github', 'javascript', 'amazon ec2', '.net', 'aws']",0,0,0,0,0,0,0,0,0,1,0,"['Role: Search Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Temporary/Contractual', 'Role Category: Software Development', 'PG: Any Postgraduate']"
synopsys,post silicon test engineer,post silicon test engineer,2-7,2,4.5,7,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['unix', 'product management', 'semiconductor', 'linux', 'digital design', 'chip design', 'analytical', 'circuit designing', 'perl', 'python']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Post Silicon Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
zensar,automation test engineer,automation test engineer,1-5,1,3.0,5,junior (3–5),bengaluru,bangalore,bangalore,city,13-16 Lacs P.A.,13-16 lacs,13.0,14.5,16.0,10-15 LPA,"['java', 'selenium testing', 'automation testing']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Automation Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization, Any Graduate']"
qualcomm,blockchain quality assurance engineer,blockchain quality assurance engineer,2-7,2,4.5,7,junior (3–5),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['image processing', 'algorithms', 'iq', 'imaging', 'aspect', 'matlab', 'python', 'software development', 'report generation', 'algorithm development', 'machine learning', 'er', 'computer vision', 'machine learning algorithms', 'digital transformation', 'system engineering']",1,0,0,0,0,1,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Production/Industrial', 'PG: M.Tech in Electronics/Telecommunication']"
pwc service delivery center,test analyst,test analyst,7-12,7,9.5,12,senior (9–12),kolkata,kolkata,kolkata,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['nosql', 'performance management', 'analytical', 'consulting', 'test execution', 'agile', 'selenium', 'sql', 'python']",1,1,0,0,0,0,0,0,0,0,0,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization', 'PG: LLM in Law, Any Postgraduate, MCA in Computers, M.Tech in Any Specialization, MBA/PGDM in Any Specialization']"
photon,test analyst,test analyst,6-11,6,8.5,11,senior (9–12),"pune, chennai, bengaluru",pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['rpa', 'confluence', 'automation anywhere', 'documentation', 'jira', 'bpmn', 'project management', 'windows xp', 'business analysis', 'sql', 'java', 'stakeholder management', 'visio', 'waterfall', 'scrum', 'technical specifications', 'agile']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.A', 'PG: Any Postgraduate']"
infogain,back end developer,back end developer,5-9,5,7.0,9,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['c#', 'aws', 'sql']",0,1,0,0,0,0,0,0,0,1,0,"['Role: Back End Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Any Specialization', 'PG: MCA in Any Specialization, M.Tech in Any Specialization']"
siemens,test analyst,test analyst,3-7,3,5.0,7,junior (3–5),nagve,nagve,nagve,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['power system', 'html', 'javascript', 'bug', 'power distribution', 'continuous integration', 'css', 'microservices', 'iot', 'rca', 'git', 'selenium', 'gcp', 'mqtt', 'jira', 'rest', 'python', 'rpa', 'robot framework', 'microsoft azure', 'http', 'troubleshooting', 'aws']",1,0,0,0,0,0,0,0,0,1,0,"['Role: Test Analyst', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
jpmorgan chase bank,test analyst,test analyst,5-10,5,7.5,10,mid (6–8),mumbai,mumbai,mumbai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['data analysis', 'test management', 'analytical', 'process improvement', 'agile', 'program delivery', 'data visualization', 'financial services', 'python', 'business operations']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Test Analyst', 'Industry Type: Financial Services', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
ey,blockchain quality assurance engineer,blockchain quality assurance engineer,1-4,1,2.5,4,junior (3–5),kolkata,kolkata,kolkata,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['accounts payable', 'accounting', 'tally', 'data entry', 'finance', 'financial analysis', 'accounts receivable', 'sap', 'invoice processing', 'vlookup', 'data entry operation', 'tally erp', 'bank reconciliation', 'internet']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: Banking', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
hindustan coca cola beverages (hccb),quality assurance,quality assurance,7-12,7,9.5,12,senior (9–12),wada,wada,wada,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['fsms', 'data validation', 'quality control', 'quality audit', 'iso', 'production', 'documentation', 'auditing', 'gmp', 'ghp', 'quality', 'food safety', 'feedback', 'assurance', 'haccp', 'quality analysis', 'process compliance', 'qc', 'quality management', 'team leading', 'quality assurance', 'quality standards', 'qms', 'calibration']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Quality Assurance - Other', 'Industry Type: Beverage', 'Department: Quality Assurance', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance - Other', 'UG: Any Graduate']"
ibm,blockchain quality assurance engineer,blockchain quality assurance engineer,3-7,3,5.0,7,junior (3–5),chennai,chennai,chennai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['java', 'j2ee', 'multithreading', 'spring boot', 'sql', 'docker', 'spring', 'react.js', 'postgresql', 'ui', 'oops', 'mysql', 'object oriented programming', 'mongodb', 'rest', 'oracle', 'dynamo db', 'microsoft azure', 'sql server', 'nosql', 'aws']",0,1,0,0,0,0,0,0,0,1,0,"['Role: Blockchain Quality Assurance Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
kirloskar brothers limited,head,head,10-20,10,15.0,20,lead (13+),"kolhapur, sangli, kirloskarvadi",kolhapur,kolhapur,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['audit documentation', 'stainless steel', 'inspection', 'qms implementation', 'mdi']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Head - QA', 'Industry Type: Industrial Equipment / Machinery', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Diploma in Mechanical, Metallurgy, B.Tech/B.E. in Production/Industrial, Mechanical, Metallurgy, Production Engineering']"
western digital,post silicon test engineer,post silicon test engineer,14-19,14,16.5,19,lead (13+),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['c++', 'version control', 'git', 'linux kernel', 'agile', 'system design', 'product design', 'test cases', 'android', 'python']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Post Silicon Test Engineer', 'Industry Type: Electronic Components / Semiconductors', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: M.Tech in Any Specialization']"
accenture,qa team manager,qa team manager,5-8,5,6.5,8,mid (6–8),hyderabad,hyderabad,hyderabad,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['automation testing', 'test cases', 'manual testing', 'software development life cycle', 'software testing', 'regression testing', 'selenium webdriver', 'test execution', 'sql', 'functional testing', 'java', 'hp alm', 'defect management', 'api testing', 'jira']",0,1,0,0,0,0,0,0,0,0,0,"['Role: QA Team Manager', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
western digital,post silicon test engineer,post silicon test engineer,14-19,14,16.5,19,lead (13+),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['rtos', 'root cause analysis', 'c++', 'asic', 'jtag', 'embedded systems', 'power management', 'thermal', 'silicon', 'firmware']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Post Silicon Test Engineer', 'Industry Type: Electronic Components / Semiconductors', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
siemens,post silicon test engineer,post silicon test engineer,5-10,5,7.5,10,mid (6–8),noida,delhi ncr,delhi ncr,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['algorithms', 'c++', 'vhdl', 'verilog', 'data structures', 'joining formalities', 'python', 'hr generalist activities', 'simulation', 'esic', 'leave management', 'gratuity', 'artificial intelligence', 'exit formalities', 'induction', 'recruitment', 'pf', 'linux', 'payroll', 'system verilog', 'unix']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Post Silicon Test Engineer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate, B.Tech/B.E. in Production/Industrial', 'PG: M.Tech in Electronics/Telecommunication']"
landmark group,software developer in test,software developer in test,5-8,5,6.5,8,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['java', 'appium', 'selenium', 'jenkins', 'artificial intelligence']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Software Developer in Test (SDET)', 'Industry Type: Retail', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']"
quantiphi analytics solutions,mobile,mobile,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['computer science', 'backend', 'compliance', 'coding', 'debugging', 'performance testing', 'agile', 'unit testing', 'analytics', 'android']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Mobile / App Developer', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: Any Graduate', 'PG: Any Postgraduate']"
accenture,test architect,test architect,5-8,5,6.5,8,mid (6–8),pune,pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['git', 'microsoft azure', 'gradle', 'css', 'android', 'ios', 'objective c', 'react.js', 'java', 'devops', 'mobile applications', 'json', 'html', 'swift', 'c#', 'rest', 'github', 'software testing', 'sqlite', 'xcode', 'iphone', 'javascript', 'cocoa touch', '.net']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Test Architect', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
bdo international limited,head,head,8-10,8,9.0,10,senior (9–12),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['ssrs', 'javascript', 'mvc', 'stored procedures', 'test cases', 'ssis', 'scm', 'sdlc', 'sql', 'crm']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Head - QA', 'Industry Type: Accounting / Auditing', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate, B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
accenture,qa team manager,qa team manager,5-8,5,6.5,8,mid (6–8),chennai,chennai,chennai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['software testing', 'test management', 'automation testing', 'test case design', 'regression testing', 'manual testing', 'agile testing', 'soap ui', 'selenium webdriver', 'sql', 'functional testing', 'java', 'defect management', 'api testing', 'jira']",0,1,0,0,0,0,0,0,0,0,0,"['Role: QA Team Manager', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: B.Tech/B.E. in Any Specialization', 'PG: Any Postgraduate']"
capgemini,qa team manager,qa team manager,8-12,8,10.0,12,senior (9–12),chennai,chennai,chennai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['java', 'selenium', 'javascript']",0,0,0,0,0,0,0,0,0,0,0,"['Role: QA Team Manager', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']"
calsoft,software developer in test,software developer in test,4-7,4,5.5,7,mid (6–8),"pune, bengaluru",pune,pune,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['python', 'selenium']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Software Developer in Test (SDET)', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']"
rohde & schwarz,software developer in test,software developer in test,5-10,5,7.5,10,mid (6–8),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['rest', 'http', 'sql server', 'sql programming', 'soap', 'sql']",0,1,0,0,0,0,0,0,0,0,0,"['Role: Software Developer in Test (SDET)', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate', 'PG: Any Postgraduate']"
acesoft,automation test engineer,automation test engineer,3-6,3,4.5,6,junior (3–5),bengaluru,bangalore,bangalore,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['software testing', 'automation testing', 'manual testing', 'hp alm', 'smoke testing', 'regression testing', 'performance testing', 'api testing', 'database testing', 'jira']",0,0,0,0,0,0,0,0,0,0,0,"['Role: Automation Test Engineer', 'Industry Type: Automobile (Electric Vehicle (EV))', 'Department: Engineering - Software & QA', 'Employment Type: Part Time, Temporary/Contractual', 'Role Category: Quality Assurance and Testing', 'UG: Any Graduate']"
dnv,software development,software development,5-9,5,7.0,9,mid (6–8),chennai,chennai,chennai,city,10L_to_15L,10l_to_15l,10.0,12.5,15.0,10-15 LPA,"['node.js', 'react.js', 'mongodb', 'python']",1,0,0,0,0,0,0,0,0,0,0,"['Role: Software Development - Other', 'Industry Type: IT Services & Consulting', 'Department: Engineering - Software & QA', 'Employment Type: Full Time, Permanent', 'Role Category: Software Development', 'UG: B.Tech/B.E. in Electronics/Telecommunication, Computer Science Engineering, Computer Science and Business System, Information Science, Information Technology, Artificial Intelligence, Computer Science, Computer Engineering, Electronics And Computer Engineering, Computers, Electronics And Instrumentation Engineering, Electrical']"
